Código Mantenedora;Razão Social;CNPJ;Natureza Jurídica;Código IES;Instituição(IES);Sigla;Endereço;Município;UF;Organização Acadêmica;Tipo de Credenciamento;Categoria;Categoria Administrativa;CI;Ano CI;CI-EaD;Ano CI-EaD;IGC;Ano IGC;Situação
471;ASSOCIACAO DE ESCOLAS REUNIDAS LTDA.;51.793.826/0001-96;Privada com fins lucrativos;707;CENTRO UNIVERSITÁRIO CENTRAL PAULISTA (UNICEP);UNICEP;Rua Miguel Petroni - 5111 - Caixa Postal 307 - CEP: 13563-470 - Loteamento Habitacional São Carlos 1;São Carlos;SP;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;4;2010;-;;3;2016;Ativa
404;FUNDACAO EDUCACIONAL JAYME DE ALTAVILA-FEJAL;12.207.742/0001-71;Privada sem fins lucrativos;621;CENTRO UNIVERSITÁRIO CESMAC (CESMAC);CESMAC;Rua Cônego Machado - 918 - s/c - CEP: 57051-160 - Farol;Maceió;AL;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2014;-;;3;2016;Ativa
1416;IME INSTITUTO METROPOLITANO DE ENSINO LTDA;03.817.341/0001-42;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;2147;Centro Universitário CEUNI - FAMETRO (FAMETRO);FAMETRO;Avenida Constantino Nery - 3000 - s/c - CEP: 69050-000 - Chapada;Manaus;AM;Centro Universitário;Presencial - Superior;Privada;Privada com fins lucrativos;4;2017;-;;4;2016;Ativa
1246;IPADE - INSTITUTO PARA O DESENVOLVIMENTO DA EDUCACAO LTDA.;04.102.843/0001-50;Privada com fins lucrativos;1895;CENTRO UNIVERSITÁRIO CHRISTUS (UNICHRISTUS);UNICHRISTUS;Rua João Adolfo Gurgel - 133 - s/c - CEP: 60190-060 - Papicu;Fortaleza;CE;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;5;2016;-;;4;2016;Ativa
780;ACAO EDUCACIONAL CLARETIANA;44.943.835/0001-50;Privada sem fins lucrativos;135;CENTRO UNIVERSITÁRIO CLARETIANO (CEUCLAR);CEUCLAR;Rua Dom Bosco - 466 - s/c - CEP: 14300-000 - Castelo;Batatais;SP;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;3;2011;-;;4;2016;Ativa
325;ADMINISTRADORA EDUCACIONAL NOVO ATENEU S/S LTDA;76.534.924/0001-30;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;1419;CENTRO UNIVERSITÁRIO CURITIBA (UNICURITIBA);UNICURITIBA;Rua Chile - 1678 - Prédio - CEP: 80220-181 - Rebouças;Curitiba;PR;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;3;2010;-;;3;2016;Ativa
513;INSTITUTO SANTARENO DE EDUCACAO SUPERIOR;05.410.725/0001-71;Privada com fins lucrativos;757;Centro Universitário da Amazônia (Unama);Unama;Rua Rosa Vermelha - 335 - s/c - CEP: 68010-200 - Aeroporto Velho;Santarém;PA;Centro Universitário;Presencial - Superior;Privada;Privada com fins lucrativos;4;2017;-;;3;2016;Ativa
51;FUNDACAO EDUCACIONAL DE BARRETOS;44.776.805/0001-05;Privada sem fins lucrativos;3641;CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS (UNIFEB);UNIFEB;Avenida Professor Roberto Frade Monte - 389 - s/c - CEP: 14783-226 - Aeroporto;Barretos;SP;Centro Universitário;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2015;-;;3;2016;Ativa
353;FUNDACAO EDUCACIONAL GUAXUPE;20.773.214/0001-08;Privada sem fins lucrativos;3875;CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL GUAXUPÉ (UNIFEG);UNIFEG;Avenida Dona Floriana - 463 - TÉRREO - CEP: 37800-000 - CENTRO;Guaxupé;MG;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2015;4;2016;3;2016;Ativa
166;FUNDACAO EDUCACIONAL INACIANA PADRE SABOIA DE MEDEIROS;61.023.156/0001-82;Privada sem fins lucrativos;1878;CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS (FEI);FEI;Avenida Humberto Alencar Castelo Branco - 3972 - s/c - CEP: 09850-901 - Assunção;São Bernardo do Campo;SP;Centro Universitário;Presencial - Superior;Privada;Privada sem fins lucrativos;-;;-;;4;2016;Ativa
445;UNIGRAN EDUCACIONAL;03.361.110/0001-77;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;673;CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS (UNIGRAN);UNIGRAN;Rua Balbina de Matos - 2121 - s/c - CEP: 79824-900 - Jardim;Dourados;MS;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2009;4;2013;4;2016;Ativa
862;SOCIEDADE EDUCACIONAL DAS AMERICAS LTDA;03.523.852/0001-51;Privada com fins lucrativos;1294;Centro Universitário das Américas (CAM);CAM;Rua Augusta - 1520 - 1508 a - CEP: 01305-100 - Consolação;São Paulo;SP;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;5;2016;4;2014;3;2016;Ativa
943;SOCIEDADE EDUCACIONAL SANTA RITA LTDA;91.109.660/0001-60;Privada com fins lucrativos;1427;CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA (FSG);FSG;Rua Marechal Floriano - 889 - s/c - CEP: 95020-370 - Pio X;Caxias do Sul;RS;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;4;2015;-;;3;2016;Ativa
155;CENTRO UNIVERSITARIO DAS FACULDADES ASSOCIADAS DE ENSINO-FAE;59.766.774/0001-70;Pessoa Jurídica de Direito Público - Municipal;217;CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE (UNIFAE);UNIFAE;Largo Engenheiro Paulo de Almeida Sandeville - 15 - s/c - CEP: 13870-377 - JARDIM SANTO ANDRÉ;São João da Boa Vista;SP;Centro Universitário;Presencial - Superior;Pública;Especial;-;;-;;3;2016;Ativa
262;FACULDADES METROPOLITANAS UNIDAS EDUCACIONAIS LTDA.;63.063.689/0001-13;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;374;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS (FMU);FMU;Av. Santo Amaro - 1239 - FMU - Ibirapuera/Av. Santo Amaro - CEP: 04505-002 - Vila Nova Conceição;São Paulo;SP;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2011;5;2013;3;2016;Ativa
15990;FACULDADES ADAMANTINENSES INTEGRADAS;03.061.303/0001-02;Pessoa Jurídica de Direito Público - Municipal;1292;Centro Universitário de Adamantina (FAI);FAI;Rua Nove de Julho - 730/40 - s/c - CEP: 17800-000 - CENTRO;Adamantina;SP;Centro Universitário;Presencial - Superior;Pública;Especial;-;;-;;3;2016;Ativa
267;ASSOCIACAO EDUCATIVA EVANGELICA;01.060.102/0001-65;Privada sem fins lucrativos;384;CENTRO UNIVERSITÁRIO DE ANÁPOLIS (UNIEVANGÉLICA);UNIEVANGÉLICA;Avenida Universitária - s/n - Km 3,5 - CEP: 75083-515 - Cidade Universitária;Anápolis;GO;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2009;5;2016;3;2016;Ativa
89;ASSOCIACAO EDUCACIONAL DE ARARAS;44.699.494/0001-10;Privada sem fins lucrativos;125;CENTRO UNIVERSITÁRIO DE ARARAS - (UNAR);UNAR;Avenida Ernani Lacerda de Oliveira - 100 - s/c - CEP: 13603-112 - Parque Santa Cândida;Araras;SP;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;3;2015;-;;3;2016;Ativa
355;SOBEU - ASSOCIACAO BARRAMANSENSE DE ENSINO;28.674.489/0001-04;Privada sem fins lucrativos;514;CENTRO UNIVERSITÁRIO DE BARRA MANSA (UBM);UBM;Rua Vereador Pinho de Carvalho - 267 - s/c - CEP: 27330-550 - Centro;Barra Mansa;RJ;Centro Universitário;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2017;-;;3;2016;Ativa
700;INSTITUICAO TOLEDO DE ENSINO;45.024.551/0001-23;Privada sem fins lucrativos;997;Centro Universitário de Bauru;-;Praça Nove de Julho - 1-51 - Térreo - CEP: 17050-790 - Vila Pacífico;Bauru;SP;Centro Universitário;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2017;-;;4;2016;Ativa
14298;INSTITUTO MINEIRO DE EDUCACAO E CULTURA UNI-BH S/A;08.446.503/0001-05;Privada com fins lucrativos;349;CENTRO UNIVERSITÁRIO DE BELO HORIZONTE (UNI-BH);UNI-BH;Avenida Prof. Mário Werneck - 1685 - Bloco B 1 - CEP: 30455-610 - Estoril;Belo Horizonte;MG;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;4;2018;4;2017;4;2016;Ativa
277;CENTRO DE ENSINO UNIFICADO DE BRASILIA CEUB;00.059.857/0001-87;Privada sem fins lucrativos;402;CENTRO UNIVERSITÁRIO DE BRASÍLIA (UNICEUB);UNICEUB;Eqn 707 907 Conjunto C - S/N - Campus do CEUB - CEP: 70790-075 - Asa Norte;Brasília;DF;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2017;-;;3;2016;Ativa
70;FUNDACAO EDUCACIONAL DE BRUSQUE FEBE;83.128.769/0001-17;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;87;CENTRO UNIVERSITÁRIO DE BRUSQUE (UNIFEBE);UNIFEBE;Rua Dorval Luz - 123 - - - CEP: 88352-400 - Santa Terezinha;Brusque;SC;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;-;;4;2016;3;2016;Ativa
384;FUNDACAO EDUCACIONAL DE CARATINGA FUNEC;19.325.547/0001-95;Privada sem fins lucrativos;3966;CENTRO UNIVERSITÁRIO DE CARATINGA (UNEC);UNEC;Av. Moacyr de Mattos - 87 - s/c - CEP: 35300-047 - Centro;Caratinga;MG;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2010;-;;3;2016;Ativa
16843;BRASIL EMPREENDIMENTOS EDUCACIONAIS SA.;06.004.775/0001-11;Privada com fins lucrativos;826;CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO OESTE (UNIDESC);UNIDESC;Br 040 - Km 16 - s/n - s/c - CEP: 72800-000 - Luziânia;Luziânia;GO;Centro Universitário;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;3;2016;Ativa
440;SOCIEDADE AMAZONENSE DE EDUCACAO E CULTURA LTDA - SAMEC.;04.278.057/0001-08;Privada com fins lucrativos;668;CENTRO UNIVERSITÁRIO DE ENSINO SUPERIOR DO AMAZONAS (CIESA);CIESA;Rua Pedro Dias Leme - 203 - s/c - CEP: 69058-818 - Flores;Manaus;AM;Centro Universitário;Presencial - Superior;Privada;Privada com fins lucrativos;3;2010;-;;3;2016;Ativa
215;FUNDACAO EDUCACIONAL DE FORMIGA-MG - FUOM;20.501.128/0001-46;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;3983;CENTRO UNIVERSITÁRIO DE FORMIGA (UNIFORMG);UNIFORMG;Avenida Doutor Arnaldo de Senna - 328 - s/c - CEP: 35570-000 - Água Vermelha;Formiga;MG;Centro Universitário;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2018;-;;3;2016;Ativa
269;SOCIEDADE ANHANGUERA DE ENSINO LTDA;01.088.830/0001-85;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;386;CENTRO UNIVERSITÁRIO DE GOIÁS (UNI-ANHANGÜERA);UNI-ANHANGÜERA;Avenida João Cândido de Oliveira - 115 - s/c - CEP: 74423-115 - Cidade Jardim;Goiânia;GO;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;4;2011;-;;3;2016;Ativa
40;FUNDACAO DE ENSINO E PESQUISA DE ITAJUBA;21.041.264/0001-63;Privada sem fins lucrativos;1869;CENTRO UNIVERSITÁRIO DE ITAJUBÁ (FEPI);FEPI;Avenida Dr. Antonio Braga Filho - 687 - s/c - CEP: 37501-002 - Varginha;Itajubá;MG;Centro Universitário;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2010;-;;3;2016;Ativa
948;CENTRO DE ESTUDOS SUPERIORES DE CAMPINAS;59.018.614/0001-43;Privada sem fins lucrativos;1434;Centro Universitário de Itapira (Ceunit);Ceunit;Rodovia SP 147, KM 40,7 - 1381 - Esquina com a Rua Santa Teresinha - CEP: 13974-632 - Bairro dos Prados;Itapira;SP;Centro Universitário;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2017;-;;3;2016;Ativa
982;INSTITUTO EDUCACIONAL JAGUARY LTDA;03.211.847/0001-03;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;1490;CENTRO UNIVERSITÁRIO DE JAGUARIÚNA (FAJ);FAJ;Rua Amazonas - 504 - s/c - CEP: 13820-000 - Jardim Dom Bosco;Jaguariúna;SP;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;4;2016;5;2014;4;2016;Ativa
291;ASSOCIACAO EDUCACIONAL DE JALES;50.575.976/0001-60;Privada sem fins lucrativos;1224;CENTRO UNIVERSITÁRIO DE JALES (UNIJALES);UNIJALES;Avenida Francisco Jalles - 1851 - s/c - CEP: 15700-000 - Centro;Jales;SP;Centro Universitário;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2009;-;;2;2016;Ativa
245;IPE EDUCACIONAL LTDA;08.679.557/0001-02;Privada com fins lucrativos;352;CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ);UNIPÊ;BR 230 - Km 22 - s/n - Campus do UNIPÊ - CEP: 58053-000 - Água Fria;João Pessoa;PB;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;4;2011;-;;3;2016;Ativa
2129;FUNDACAO EDUCACIONAL DE LAVRAS;22.075.444/0001-29;Privada sem fins lucrativos;3372;CENTRO UNIVERSITÁRIO DE LAVRAS (UNILAVRAS);UNILAVRAS;Rua Padre José Poggel - 506 - s/c - CEP: 37200-000 - Centenário;Lavras;MG;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2018;4;2015;3;2016;Ativa
232;FUNDACAO PAULISTA DE TECNOLOGIA E EDUCACAO;51.665.727/0001-29;Privada sem fins lucrativos;1846;CENTRO UNIVERSITÁRIO DE LINS (UNILINS);UNILINS;Avenida Nicolau Zarvos - 1925 - s/c - CEP: 16401-371 - Jardim Aeroporto;Lins;SP;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2011;4;2016;3;2016;Ativa
373;FUNDACAO CENTRO UNIVERSITARIO DE MANDAGUARI - UNIMAN;78.959.145/0001-01;Pessoa Jurídica de Direito Público - Municipal;535;CENTRO UNIVERSITÁRIO DE MANDAGUARI - UNIMAN (FAFIMAN);FAFIMAN;Rua: Renê Táccola - 152 - s/c - CEP: 86975-000 - CENTRO;Mandaguari;PR;Faculdade;Presencial - Superior;Pública;Pública Municipal;-;;-;;3;2016;Ativa
560;CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA;79.265.617/0001-99;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;1196;CENTRO UNIVERSITÁRIO DE MARINGÁ - UNICESUMAR (UNICESUMAR);UNICESUMAR;Avenida Guedner - 1610 - s/c - CEP: 87050-390 - Jardim Aclimação;Maringá;PR;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;4;2010;4;2013;4;2016;Ativa
565;FUNDACAO INTEGRADA MUNICIPAL DE ENSINO SUPERIOR;01.465.988/0001-27;Pessoa Jurídica de Direito Público - Municipal;4396;CENTRO UNIVERSITÁRIO DE MINEIROS (UNIFIMES);UNIFIMES;Rua 22 - S/N - Esquina com Avenida 21 - CEP: 75830-000 - Setor Aeroporto;Mineiros;GO;Centro Universitário;Presencial - Superior;Pública;Pública Municipal;-;;-;;3;2016;Ativa
2128;FUNDACAO EDUCACIONAL DE PATOS DE MINAS;23.354.848/0001-14;Privada sem fins lucrativos;3371;CENTRO UNIVERSITÁRIO DE PATOS DE MINAS (UNIPAM);UNIPAM;Rua Major Gote - 808 - s/c - CEP: 38702-054 - Caiçaras;Patos de Minas;MG;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;3;2010;5;2015;4;2016;Ativa
2013;SOCIEDADE DE EDUCACAO E CULTURA DE SAO JOSE DO RIO PRETO LTDA.;04.897.478/0001-17;Privada com fins lucrativos;146;CENTRO UNIVERSITÁRIO DE RIO PRETO (UNIRP);UNIRP;Rua Yvette Gabriel Atique - 45 - s/c - CEP: 15025-400 - Boa Vista;São José do Rio Preto;SP;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;4;2014;-;;3;2016;Ativa
2415;ASSUPERO - ENSINO SUPERIOR S/S LTDA.;06.099.229/0001-01;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;2085;CENTRO UNIVERSITÁRIO DE SALVADOR (Ceusa);Ceusa;Rua Luiz Portela da Silva - 628 - s/c - CEP: 41815-290 - Itaigara;Salvador;BA;Centro Universitário;Presencial - Superior;Privada;Privada com fins lucrativos;4;2017;-;;3;2016;Ativa
16134;UNIESP S.A;19.347.410/0001-31;Privada com fins lucrativos;254;CENTRO UNIVERSITÁRIO DE SÃO PAULO - UNI SÃO PAULO;-;Rua Ibipetuba - 130 - s/c - CEP: 03127-180 - Parque da Mooca;São Paulo;SP;Centro Universitário;Presencial - Superior;Privada;Privada com fins lucrativos;4;2015;-;;3;2016;Ativa
84;FUNDACAO EDUCACIONAL MONSENHOR MESSIAS;25.002.155/0001-98;Privada sem fins lucrativos;4962;CENTRO UNIVERSITÁRIO DE SETE LAGOAS (UNIFEMM);UNIFEMM;Avenida Marechal Castelo Branco - 2.765 - Campus Universitário - CEP: 35701-242 - Santo Antônio;Sete Lagoas;MG;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2017;4;2016;3;2016;Ativa
423;FUNDACAO MUNICIPAL CENTRO UNIVERSITARIO DA CIDADE DE UNIAO DA VITORIA - UNIUV;75.967.745/0001-23;Pessoa Jurídica de Direito Público - Municipal;649;CENTRO UNIVERSITÁRIO DE UNIÃO DA VITÓRIA (UNIUV);UNIUV;Avenida Bento Munhoz da Rocha Neto - 3.856 - s/c - CEP: 84600-000 - São Basílio Magno;União da Vitória;PR;Centro Universitário;Presencial - Superior;Pública;Pública Municipal;-;;-;;3;2016;Ativa
546;INSTITUICAO EDUCACIONAL MATOGROSSENSE-IEMAT;02.485.183/0001-08;Privada sem fins lucrativos;794;CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE (UNIVAG);UNIVAG;Avenida Dom Orlando Chaves - 2655 - s/c - CEP: 78118-000 - Cristo Rei;Várzea Grande;MT;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2012;-;;4;2016;Ativa
336;FUNDACAO OSWALDO ARANHA;32.504.995/0001-14;Privada sem fins lucrativos;489;CENTRO UNIVERSITÁRIO DE VOLTA REDONDA (UNIFOA);UNIFOA;Avenida Paulo Erlei Alves Abrantes - 1325 - s/c - CEP: 27240-560 - Três Poços;Volta Redonda;RJ;Centro Universitário;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2018;-;;4;2016;Ativa
160;FUNDACAO EDUCACIONAL DE VOTUPORANGA;45.164.654/0001-99;Privada sem fins lucrativos;222;CENTRO UNIVERSITÁRIO DE VOTUPORANGA (UNIFEV);UNIFEV;Rua Pernambuco - 4196 - - de 2564/2565 ao fim - CEP: 15500-006 - Patrimônio Novo;Votuporanga;SP;Centro Universitário;Presencial - Superior;Privada;Privada sem fins lucrativos;5;2011;-;;3;2016;Ativa
924;UNIAO DINAMICA DE FACULDADES CATARATAS UDC LTDA;01.208.350/0001-00;Privada com fins lucrativos;1396;Centro Universitário Dinâmica das Cataratas (UDC);UDC;Avenida Paraná - 5.661 - s/c - CEP: 85868-030 - Vila A;Foz do Iguaçu;PR;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;4;2011;-;;3;2016;Ativa
255;FUNDACAO COMUNITARIA EDUCACIONAL E CULTURAL PATROCINIO;17.839.812/0001-28;Privada sem fins lucrativos;1450;CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO (UNICERP);UNICERP;Avenida Líria Terezinha Lassi Capuano - 466 - s/c - CEP: 38740-000 - Chácara das Rosas;Patrocínio;MG;Centro Universitário;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2009;-;;3;2016;Ativa
359;CENTRO DE ENSINO UNIFICADO DO DISTRITO FEDERAL LTDA;00.078.220/0001-38;Privada com fins lucrativos;518;CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL (UDF);UDF;SGA/SUL - QUADRA 903 CONJUNTO D LOTE 79 - - s/c - CEP: 70390-030 - ASA SUL;Brasília;DF;Centro Universitário;Presencial - Superior;Privada;Privada com fins lucrativos;3;2011;-;;3;2016;Ativa
206;UNIAO DE EDUCACAO E CULTURA GILDASIO AMADO;27.496.819/0001-48;Privada sem fins lucrativos;1559;CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO (UNESC);UNESC;Rua Fioravante Rossi - 2930 - s/c - CEP: 29705-900 - Martinelli;Colatina;ES;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2017;3;2012;3;2016;Ativa
544;ASSOCIACAO CULTURAL E EDUCACIONAL DO PARA;15.254.949/0001-95;Privada sem fins lucrativos;792;CENTRO UNIVERSITÁRIO DO ESTADO DO PARÁ (CESUPA);CESUPA;Avenida Nazaré - 630 - - de 434/435 a 708/709 - CEP: 66035-135 - Nazaré;Belém;PA;Centro Universitário;Presencial - Superior;Privada;Privada sem fins lucrativos;5;2014;-;;4;2016;Ativa
740;CESB - CENTRO DE EDUCACAO SUPERIOR DE BRASILIA LTDA;00.422.333/0001-09;Privada com fins lucrativos;1060;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB (IESB);IESB;Quadra SGAN 609 Módulo D - S/N - Bloco D - Avenida L2 Norte - CEP: 70830-404 - Asa Norte;Brasília;DF;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;5;2017;-;;4;2016;Ativa
168;INSTITUTO MAUA DE TECNOLOGIA IMT;60.749.736/0001-99;Privada sem fins lucrativos;1445;CENTRO UNIVERSITÁRIO DO INSTITUTO MAUÁ DE TECNOLOGIA (CEUN-IMT);CEUN-IMT;Praça Mauá - 1 - s/c - CEP: 09580-900 - Mauá;São Caetano do Sul;SP;Centro Universitário;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2011;-;;3;2016;Ativa
278;UNIAO BRASILIENSE DE EDUCACAO E CULTURA;00.331.801/0001-30;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;878;CENTRO UNIVERSITÁRIO DO LESTE DE MINAS GERAIS (UNILESTEMG);UNILESTEMG;Avenida Tancredo Neves - 3.500 - Caixa Postal 63 - CEP: 35170-056 - Universitário;Coronel Fabriciano;MG;Centro Universitário;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2010;-;;3;2016;Ativa
656;SOCIEDADE DE DESENVOLVIMENTO CULTURAL DO AMAZONAS S.A. - SODECAM;63.692.180/0001-30;Privada com fins lucrativos;1422;CENTRO UNIVERSITÁRIO DO NORTE (UNINORTE);UNINORTE;Av. Getúlio Vargas - 604 - s/c - CEP: 69020-010 - centro;Manaus;AM;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;3;2013;-;;3;2016;Ativa
78;FUNDACAO CULTURAL DE ARAXA;17.806.696/0001-40;Privada sem fins lucrativos;1575;CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ (UNIARAXÁ);UNIARAXÁ;Av. Ministro Olavo Drummond - 5 - CAMPUS UNIVERSITÁRIO - CEP: 38180-084 - SÃO GERALDO;Araxá;MG;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;5;2017;-;;3;2016;Ativa
16134;UNIESP S.A;19.347.410/0001-31;Privada com fins lucrativos;516;CENTRO UNIVERSITÁRIO DO RIO DE JANEIRO (UNIRJ);UNIRJ;Rua Engenheiro Trindade - 229 - s/c - CEP: 23050-290 - Campo Grande;Rio de Janeiro;RJ;Centro Universitário;Presencial - Superior;Privada;Privada sem fins lucrativos;-;;-;;3;2016;Ativa
846;LIGA DE ENSINO DO RIO GRANDE DO NORTE;08.340.515/0001-42;Privada sem fins lucrativos;1264;CENTRO UNIVERSITÁRIO DO RIO GRANDE DO NORTE (UNI-RN);UNI-RN;Rua Prefeita Eliane Barros - 2000 - s/c - CEP: 59014-540 - Tirol;Natal;RN;Centro Universitário;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2015;-;;4;2016;Ativa
1198;SOCEC- SOCIEDADE CAPIBARIBE DE EDUCACAO E CULTURA LTDA;41.229.501/0001-21;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;1805;CENTRO UNIVERSITÁRIO DOS GUARARAPES (UNIFG);UNIFG;Rua Comendador José Didier - 27 - s/c - CEP: 54400-160 - Piedade;Jaboatão dos Guararapes;PE;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;4;2016;4;2013;3;2016;Ativa
2124;FUNDACAO DE ENSINO E PESQUISA DO SUL DE MINAS;21.420.856/0001-96;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;3368;CENTRO UNIVERSITÁRIO DO SUL DE MINAS (UNIS-MG);UNIS-MG;Avenda Alzira Barra Gazzola - 650 - s/c - CEP: 37031-099 - Aeroporto;Varginha;MG;Centro Universitário;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2016;-;;4;2016;Ativa
